EID,R,Year
2-s2.0-79952903546,0,2011
2-s2.0-84923436812,0,2011
2-s2.0-77956871152,0,2011
2-s2.0-84923519554,0,2011
2-s2.0-84923425490,0,2011
2-s2.0-78650987962,0,2011
2-s2.0-79955930120,0,2011
2-s2.0-84900341923,0,2011
2-s2.0-79961053439,0,2011
2-s2.0-84904186610,0,2011
2-s2.0-82255190658,0,2011
2-s2.0-78649325432,0,2011
2-s2.0-78651330528,0,2011
2-s2.0-84906259164,0,2011
2-s2.0-79958816079,0,2011
2-s2.0-84922483016,0,2011
2-s2.0-81555210082,0,2011
2-s2.0-84917678742,0,2011
2-s2.0-79956226357,0,2011
2-s2.0-78650704463,0,2011
2-s2.0-78650571606,0,2010
2-s2.0-78650582582,0,2010
2-s2.0-78650498379,0,2010
2-s2.0-78650332139,0,2010
2-s2.0-79551687209,0,2010
2-s2.0-78650553319,0,2010
2-s2.0-78649938081,0,2010
2-s2.0-78650107709,0,2010
2-s2.0-78649809111,0,2010
2-s2.0-78651536409,0,2010
2-s2.0-78651578163,0,2010
2-s2.0-78651585421,0,2010
2-s2.0-78651557568,0,2010
2-s2.0-78649605755,0,2010
2-s2.0-78649607502,0,2010
2-s2.0-78649517090,0,2010
2-s2.0-78649496000,0,2010
2-s2.0-78649526258,0,2010
2-s2.0-84887938037,0,2010
2-s2.0-79952083072,0,2010
2-s2.0-78149465863,0,2010
2-s2.0-79953271238,0,2010
2-s2.0-79953139780,0,2010
2-s2.0-84887831819,0,2010
2-s2.0-84861073987,0,2010
2-s2.0-79953270700,0,2010
2-s2.0-79952095124,0,2010
2-s2.0-78650897507,0,2010
2-s2.0-84867338077,0,2010
2-s2.0-84859915616,0,2010
2-s2.0-84881400565,0,2010
2-s2.0-79959867714,0,2010
2-s2.0-77957331610,0,2010
2-s2.0-79951493861,0,2010
2-s2.0-84881431949,0,2010
2-s2.0-84858652794,0,2010
2-s2.0-79251482489,0,2010
2-s2.0-78650922486,0,2010
2-s2.0-78751542466,0,2010
2-s2.0-78649792580,0,2010
2-s2.0-80051767732,0,2010
2-s2.0-77955926208,0,2010
2-s2.0-78650583003,0,2010
2-s2.0-79953291716,0,2010
2-s2.0-79955552050,0,2010
2-s2.0-79952094986,0,2010
2-s2.0-84881446557,0,2010
2-s2.0-79955153286,0,2010
2-s2.0-84881447253,0,2010
2-s2.0-78650567845,0,2010
2-s2.0-84855497081,0,2010
2-s2.0-79953269929,0,2010
2-s2.0-78650953034,0,2010
2-s2.0-79952117533,0,2010
2-s2.0-79959608174,0,2010
2-s2.0-79952091861,0,2010
2-s2.0-79251479744,0,2010
2-s2.0-78651432547,0,2010
2-s2.0-79953284237,0,2010
2-s2.0-79951781401,0,2010
2-s2.0-79251477570,0,2010
2-s2.0-79956195369,0,2010
2-s2.0-79951717151,0,2010
2-s2.0-84855585894,0,2010
2-s2.0-78650528777,0,2010
2-s2.0-79953292228,0,2010
2-s2.0-80052268825,0,2010
2-s2.0-78649702159,0,2010
2-s2.0-79151479229,0,2010
2-s2.0-79959582182,0,2010
2-s2.0-79953291835,0,2010
2-s2.0-79953292010,0,2010
2-s2.0-78650529467,0,2010
2-s2.0-79956222737,0,2010
2-s2.0-84861029332,0,2010
2-s2.0-84863808595,0,2010
2-s2.0-79951716582,0,2010
2-s2.0-84861064824,0,2010
2-s2.0-79953288183,0,2010
2-s2.0-84881422692,0,2010
2-s2.0-84881412276,0,2010
2-s2.0-79953271786,0,2010
2-s2.0-84897679157,0,2010
2-s2.0-79251509971,0,2010
2-s2.0-79951651460,0,2010
2-s2.0-84856799433,0,2010
2-s2.0-84870609006,0,2010
2-s2.0-79952838558,0,2010
2-s2.0-77955662311,0,2010
2-s2.0-79953272770,0,2010
2-s2.0-79959583882,0,2010
2-s2.0-79952085942,0,2010
2-s2.0-79952088572,0,2010
2-s2.0-84867180288,0,2010
2-s2.0-79952809709,0,2010
2-s2.0-84870583845,0,2010
2-s2.0-79952389473,0,2010
2-s2.0-84858670671,0,2010
2-s2.0-79959617995,0,2010
2-s2.0-79953278483,0,2010
2-s2.0-79952075295,0,2010
2-s2.0-79952091860,0,2010
2-s2.0-79952340763,0,2010
2-s2.0-79952090630,0,2010
2-s2.0-79951759207,0,2010
2-s2.0-79952934839,0,2010
2-s2.0-79952382113,0,2010
2-s2.0-79951828670,0,2010
2-s2.0-79251624448,0,2010
2-s2.0-79959454443,0,2010
2-s2.0-79953281768,0,2010
2-s2.0-79952820373,0,2010
2-s2.0-78349311303,0,2010
2-s2.0-78649233753,0,2010
2-s2.0-78649288042,0,2010
2-s2.0-78649373180,0,2010
2-s2.0-78449268180,0,2010
2-s2.0-78649373221,0,2010
2-s2.0-78649377803,0,2010
2-s2.0-78249286508,0,2010
2-s2.0-78649389437,0,2010
2-s2.0-78650850281,0,2010
2-s2.0-78049395822,0,2010
2-s2.0-78049398278,0,2010
2-s2.0-78149367744,0,2010
2-s2.0-78049239032,0,2010
2-s2.0-78049290865,0,2010
2-s2.0-78049235583,0,2010
2-s2.0-78649800717,0,2010
2-s2.0-78149408453,0,2010
2-s2.0-77955172912,0,2010
2-s2.0-77951107511,1,2010
2-s2.0-78650181981,0,2010
2-s2.0-77958573089,0,2010
2-s2.0-77958175167,0,2010
2-s2.0-78651095764,0,2010
2-s2.0-77957233443,0,2010
2-s2.0-77958053263,0,2010
2-s2.0-77957298094,0,2010
2-s2.0-77957304947,0,2010
2-s2.0-77957291414,0,2010
2-s2.0-77957319294,0,2010
2-s2.0-77951517578,0,2010
2-s2.0-77957758153,0,2010
2-s2.0-77957779174,0,2010
2-s2.0-77957583010,0,2010
2-s2.0-78650985239,0,2010
2-s2.0-78049492966,0,2010
2-s2.0-77957375979,0,2010
2-s2.0-78049463641,0,2010
2-s2.0-77955268956,0,2010
2-s2.0-77957287047,0,2010
2-s2.0-78149383199,0,2010
2-s2.0-77957604760,0,2010
2-s2.0-78651529570,0,2010
2-s2.0-78651255602,0,2010
2-s2.0-78651525087,0,2010
2-s2.0-79151482494,0,2010
2-s2.0-77956524991,0,2010
2-s2.0-77956554286,0,2010
2-s2.0-77956486107,0,2010
2-s2.0-77956391553,0,2010
2-s2.0-79955519713,0,2010
2-s2.0-77956892822,0,2010
2-s2.0-77956921058,0,2010
2-s2.0-77954088278,0,2010
2-s2.0-77955513990,0,2010
2-s2.0-77957843962,0,2010
2-s2.0-82055179257,0,2010
2-s2.0-77955951999,0,2010
2-s2.0-77956342127,0,2010
2-s2.0-77956001160,0,2010
2-s2.0-77956862624,0,2010
2-s2.0-77956867193,0,2010
2-s2.0-77955705234,0,2010
2-s2.0-77955236816,0,2010
2-s2.0-77955569934,0,2010
2-s2.0-77955184440,0,2010
2-s2.0-77956908161,0,2010
2-s2.0-77955070344,0,2010
2-s2.0-78349268079,0,2010
2-s2.0-77954815540,0,2010
2-s2.0-78049271285,0,2010
2-s2.0-77955443024,0,2010
2-s2.0-77953133965,0,2010
2-s2.0-77956760391,0,2010
2-s2.0-82255169595,0,2010
2-s2.0-77955353160,0,2010
2-s2.0-77954937138,0,2010
2-s2.0-77954910445,0,2010
2-s2.0-77955582638,0,2010
2-s2.0-77955145471,0,2010
2-s2.0-77955136947,0,2010
2-s2.0-77950914750,0,2010
2-s2.0-77954507863,0,2010
2-s2.0-77953720162,1,2010
2-s2.0-77957017002,0,2010
2-s2.0-77955589321,0,2010
2-s2.0-77954830714,0,2010
2-s2.0-77954241423,0,2010
2-s2.0-77954209151,0,2010
2-s2.0-77954186873,0,2010
2-s2.0-77954594464,0,2010
2-s2.0-77955356186,0,2010
2-s2.0-77950460433,1,2010
2-s2.0-78049246991,0,2010
2-s2.0-77953532671,0,2010
2-s2.0-77955362802,0,2010
2-s2.0-79956371195,0,2010
2-s2.0-77952552958,1,2010
2-s2.0-77953678545,0,2010
2-s2.0-77955982969,0,2010
2-s2.0-77953775138,0,2010
2-s2.0-77953757317,0,2010
2-s2.0-77953650477,0,2010
2-s2.0-77953385602,0,2010
2-s2.0-77955406461,0,2010
2-s2.0-77953079356,0,2010
2-s2.0-77953292463,0,2010
2-s2.0-77953525080,1,2010
2-s2.0-77953982104,0,2010
2-s2.0-77955648674,1,2010
2-s2.0-77952963989,1,2010
2-s2.0-77953330270,1,2010
2-s2.0-77952234522,0,2010
2-s2.0-79960224594,0,2010
2-s2.0-77954264549,0,2010
2-s2.0-77952493925,0,2010
2-s2.0-77952706319,1,2010
2-s2.0-79953689272,0,2010
2-s2.0-76049093801,1,2010
2-s2.0-77952430691,1,2010
2-s2.0-77952544793,1,2010
2-s2.0-77951059049,0,2010
2-s2.0-77955518446,0,2010
2-s2.0-84455183834,1,2010
2-s2.0-77953726934,0,2010
2-s2.0-77950675506,0,2010
2-s2.0-77951691278,1,2010
2-s2.0-77958049143,0,2010
2-s2.0-77949966915,1,2010
2-s2.0-77955698260,0,2010
2-s2.0-77953162780,1,2010
2-s2.0-77951836120,0,2010
2-s2.0-77956875070,0,2010
2-s2.0-77954355166,0,2010
2-s2.0-77951471631,1,2010
2-s2.0-77950585089,0,2010
2-s2.0-77949758161,0,2010
2-s2.0-77949508286,0,2010
2-s2.0-77949760437,1,2010
2-s2.0-77956115307,0,2010
2-s2.0-76549134741,0,2010
2-s2.0-77953154895,0,2010
2-s2.0-77951150804,0,2010
2-s2.0-78650681209,0,2010
2-s2.0-79951978860,1,2010
2-s2.0-77950893059,1,2010
2-s2.0-77953521007,1,2010
2-s2.0-75749103274,1,2010
2-s2.0-77249159466,0,2010
2-s2.0-76749132834,0,2010
2-s2.0-77249119788,0,2010
2-s2.0-77649170179,0,2010
2-s2.0-78650225970,0,2010
2-s2.0-76649088979,0,2010
2-s2.0-70349782302,1,2010
2-s2.0-77949271502,0,2010
2-s2.0-74449087140,1,2010
2-s2.0-77951555520,0,2010
2-s2.0-76549120702,0,2010
2-s2.0-77649276039,0,2010
2-s2.0-77952308774,1,2010
2-s2.0-77951544848,0,2010
2-s2.0-75249098345,1,2010
2-s2.0-77951496035,0,2010
2-s2.0-77951441562,0,2010
2-s2.0-78651295871,0,2010
2-s2.0-72149109828,0,2010
2-s2.0-72049088771,0,2010
2-s2.0-79959609101,0,2010
2-s2.0-77951839558,0,2010
2-s2.0-77950921092,1,2010
2-s2.0-77953670004,0,2010
2-s2.0-78651588986,0,2010
2-s2.0-76949104812,0,2010
2-s2.0-84878705721,0,2010
2-s2.0-84890462667,0,2010
2-s2.0-70649112202,1,2010
2-s2.0-84902182052,0,2010
2-s2.0-77952323090,1,2010
2-s2.0-74849114915,0,2010
2-s2.0-84901926598,0,2010
2-s2.0-73849083826,1,2010
2-s2.0-84901044743,0,2010
2-s2.0-77949774494,0,2010
2-s2.0-72749125840,0,2009
2-s2.0-73549110549,0,2009
2-s2.0-72049124278,1,2009
2-s2.0-72249115427,0,2009
2-s2.0-72249109016,0,2009
2-s2.0-72049103215,0,2009
2-s2.0-73449145326,0,2009
2-s2.0-71849114591,0,2009
2-s2.0-72449163469,1,2009
2-s2.0-84923597976,0,2009
2-s2.0-71949100789,0,2009
2-s2.0-71549118252,0,2009
2-s2.0-70649099392,0,2009
2-s2.0-70649089547,0,2009
2-s2.0-70649113743,0,2009
2-s2.0-70649089546,0,2009
2-s2.0-71449122475,0,2009
2-s2.0-77953899818,0,2009
2-s2.0-84868188705,0,2009
2-s2.0-77049122015,0,2009
2-s2.0-74549188444,0,2009
2-s2.0-77951908748,1,2009
2-s2.0-77952301602,1,2009
2-s2.0-73449124064,0,2009
2-s2.0-77951707400,0,2009
2-s2.0-70449105193,1,2009
2-s2.0-76149085824,0,2009
2-s2.0-77956200202,1,2009
2-s2.0-78651591694,0,2009
2-s2.0-77952248935,1,2009
2-s2.0-72249103439,0,2009
2-s2.0-84865178035,0,2009
2-s2.0-77649316167,0,2009
2-s2.0-82355181915,1,2009
2-s2.0-84890349882,0,2009
2-s2.0-77951670361,0,2009
2-s2.0-77953993992,0,2009
2-s2.0-77951758943,0,2009
2-s2.0-84863752555,0,2009
2-s2.0-77951721077,0,2009
2-s2.0-74549115771,0,2009
2-s2.0-79952076810,0,2009
2-s2.0-77952282893,0,2009
2-s2.0-74949096817,0,2009
2-s2.0-77954022962,0,2009
2-s2.0-77950386125,1,2009
2-s2.0-73449092506,0,2009
2-s2.0-77950875518,0,2009
2-s2.0-77957939682,1,2009
2-s2.0-77950273380,0,2009
2-s2.0-79960955454,0,2009
2-s2.0-77957807325,0,2009
2-s2.0-84858447131,1,2009
2-s2.0-77249158998,0,2009
2-s2.0-84858160043,0,2009
2-s2.0-77957944845,1,2009
2-s2.0-77952162808,0,2009
2-s2.0-77957708130,0,2009
2-s2.0-74449093678,0,2009
2-s2.0-77952267251,0,2009
2-s2.0-79960943818,0,2009
2-s2.0-77950831117,0,2009
2-s2.0-77949852495,0,2009
2-s2.0-77951739576,0,2009
2-s2.0-74849133832,0,2009
2-s2.0-77952357618,1,2009
2-s2.0-77949705934,0,2009
2-s2.0-78649278125,0,2009
2-s2.0-77951583025,1,2009
2-s2.0-72849122473,1,2009
2-s2.0-80052125146,0,2009
2-s2.0-77952244802,0,2009
2-s2.0-78651531178,0,2009
2-s2.0-70549092056,0,2009
2-s2.0-84876748317,0,2009
2-s2.0-70450231708,0,2009
2-s2.0-70450198605,0,2009
2-s2.0-70450199397,0,2009
2-s2.0-70450211119,1,2009
2-s2.0-70450199076,0,2009
2-s2.0-70450209024,0,2009
2-s2.0-70450192557,0,2009
2-s2.0-71949119401,0,2009
2-s2.0-70449709158,0,2009
2-s2.0-70449650493,0,2009
2-s2.0-70449574419,0,2009
2-s2.0-71549152563,0,2009
2-s2.0-70449465372,0,2009
2-s2.0-70449470392,0,2009
2-s2.0-71449118322,1,2009
2-s2.0-70449339459,0,2009
2-s2.0-70350592498,0,2009
2-s2.0-70450104672,0,2009
2-s2.0-70350782351,0,2009
2-s2.0-71449094003,0,2009
2-s2.0-70350575430,0,2009
2-s2.0-71149119832,0,2009
2-s2.0-84870402385,0,2009
2-s2.0-73249138118,1,2009
2-s2.0-72049085042,0,2009
2-s2.0-70350142736,0,2009
2-s2.0-70350137340,0,2009
2-s2.0-70350136381,0,2009
2-s2.0-70349902800,0,2009
2-s2.0-70450210453,0,2009
2-s2.0-70349140479,0,2009
2-s2.0-70349841885,0,2009
2-s2.0-71549161033,0,2009
2-s2.0-71749088180,0,2009
2-s2.0-70349593204,0,2009
2-s2.0-70349932546,1,2009
2-s2.0-73149088427,0,2009
2-s2.0-73549108498,1,2009
2-s2.0-77949789079,0,2009
2-s2.0-77049086806,0,2009
2-s2.0-70349617848,1,2009
2-s2.0-68349104319,0,2009
2-s2.0-70349604727,1,2009
2-s2.0-70349471054,0,2009
2-s2.0-69549103028,1,2009
2-s2.0-73149112860,0,2009
2-s2.0-68949196294,1,2009
2-s2.0-70349895441,0,2009
2-s2.0-70349779595,0,2009
2-s2.0-67849106834,0,2009
2-s2.0-70349313483,0,2009
2-s2.0-70349267658,0,2009
2-s2.0-70349211906,0,2009
2-s2.0-70349762848,0,2009
2-s2.0-70349146266,0,2009
2-s2.0-70349435475,0,2009
2-s2.0-69549111762,0,2009
2-s2.0-69549134171,0,2009
2-s2.0-69949109094,0,2009
2-s2.0-69949107094,0,2009
2-s2.0-69949087763,0,2009
2-s2.0-69949090037,1,2009
2-s2.0-69849099690,0,2009
2-s2.0-74949106449,0,2009
2-s2.0-77953251489,1,2009
2-s2.0-70349159006,0,2009
2-s2.0-69749106551,0,2009
2-s2.0-69249184366,0,2009
2-s2.0-77953314610,0,2009
2-s2.0-77957668383,0,2009
2-s2.0-70350142166,1,2009
2-s2.0-77957680930,0,2009
2-s2.0-69649083986,0,2009
2-s2.0-69649093776,0,2009
2-s2.0-68949114810,0,2009
2-s2.0-79051470155,0,2009
2-s2.0-69249158280,0,2009
2-s2.0-68949086640,0,2009
2-s2.0-68949163186,0,2009
2-s2.0-68149149843,1,2009
2-s2.0-68749098506,0,2009
2-s2.0-70449366336,0,2009
2-s2.0-77952336646,0,2009
2-s2.0-70449397799,0,2009
2-s2.0-77953797267,0,2009
2-s2.0-77952372503,0,2009
2-s2.0-67349173217,0,2009
2-s2.0-67651165469,1,2009
2-s2.0-67650675382,0,2009
2-s2.0-67650652907,0,2009
2-s2.0-67650630255,0,2009
2-s2.0-67650550968,0,2009
2-s2.0-67649791432,0,2009
2-s2.0-67649783949,0,2009
2-s2.0-67649511992,1,2009
2-s2.0-67649519737,0,2009
2-s2.0-67649467709,1,2009
2-s2.0-67649494685,0,2009
2-s2.0-73649111016,1,2009
2-s2.0-67349241633,0,2009
2-s2.0-68849110038,1,2009
2-s2.0-67349179926,1,2009
2-s2.0-77950261997,0,2009
2-s2.0-65649118272,1,2009
2-s2.0-77949395545,0,2009
2-s2.0-64649084111,1,2009
2-s2.0-67649998672,1,2009
2-s2.0-67649159812,1,2009
2-s2.0-67649448959,0,2009
2-s2.0-67249156793,0,2009
2-s2.0-67649889995,0,2009
2-s2.0-66249127931,1,2009
2-s2.0-67349119487,1,2009
2-s2.0-67650149617,0,2009
2-s2.0-65949097476,1,2009
2-s2.0-60549110217,1,2009
2-s2.0-67349196060,1,2009
2-s2.0-84857545465,0,2009
2-s2.0-70350062351,0,2009
2-s2.0-65649122296,0,2009
2-s2.0-66149189591,1,2009
2-s2.0-66049091645,0,2009
2-s2.0-65449175757,0,2009
2-s2.0-67650492196,0,2009
2-s2.0-65549138966,0,2009
2-s2.0-65549128744,0,2009
2-s2.0-73949121263,0,2009
2-s2.0-64649105034,0,2009
2-s2.0-58749109758,0,2009
2-s2.0-64449083866,0,2009
2-s2.0-65849138987,0,2009
2-s2.0-65549099261,0,2009
2-s2.0-67650336999,0,2009
2-s2.0-62649087464,0,2009
2-s2.0-66249108584,0,2009
2-s2.0-67650490710,0,2009
2-s2.0-84861870807,0,2009
2-s2.0-65349159836,0,2009
2-s2.0-77950763384,1,2009
2-s2.0-64549106993,1,2009
2-s2.0-61849089369,0,2009
2-s2.0-67749088242,0,2009
2-s2.0-77952377675,0,2009
2-s2.0-64549151021,1,2009
2-s2.0-62749205908,0,2009
2-s2.0-62149092096,0,2009
2-s2.0-65249134252,0,2009
2-s2.0-63149186295,0,2009
2-s2.0-62849094763,0,2009
2-s2.0-61949271583,0,2009
2-s2.0-77956363638,1,2009
2-s2.0-60849137468,0,2009
2-s2.0-70350331494,0,2009
2-s2.0-69549113032,0,2009
2-s2.0-60549097951,0,2009
2-s2.0-61549121420,0,2009
2-s2.0-61549131697,0,2009
2-s2.0-60749096324,0,2009
2-s2.0-60749132488,0,2009
2-s2.0-58949104742,0,2009
2-s2.0-51649100007,1,2009
2-s2.0-58749102194,1,2009
2-s2.0-58149252247,0,2009
2-s2.0-58149468350,0,2009
2-s2.0-59449090999,0,2009
2-s2.0-58049202747,0,2009
2-s2.0-57649195416,0,2009
2-s2.0-58149093055,0,2009
2-s2.0-73649138603,0,2009
2-s2.0-51849124537,1,2009
2-s2.0-68949145054,0,2009
2-s2.0-58749094267,0,2009
2-s2.0-84902181725,0,2009
2-s2.0-66249096682,0,2009
2-s2.0-76149096862,0,2009
2-s2.0-65449146729,0,2009
2-s2.0-70449585278,1,2009
2-s2.0-84901989001,0,2009
2-s2.0-57749189590,0,2009
2-s2.0-58449092338,1,2009
2-s2.0-52749089212,1,2009
2-s2.0-54949113319,1,2009
2-s2.0-58449094349,0,2009
2-s2.0-51849120072,0,2009
2-s2.0-48049104330,0,2009
2-s2.0-84855384796,0,2008
2-s2.0-57749207687,0,2008
2-s2.0-57949092892,0,2008
2-s2.0-57149130531,0,2008
2-s2.0-57649210902,0,2008
2-s2.0-57749092816,0,2008
2-s2.0-57349165761,0,2008
2-s2.0-70449366529,0,2008
2-s2.0-84883113107,0,2008
2-s2.0-70450175579,0,2008
2-s2.0-61849110273,0,2008
2-s2.0-79952298795,0,2008
2-s2.0-67650481499,0,2008
2-s2.0-79251512324,0,2008
2-s2.0-57849092381,0,2008
2-s2.0-63449140844,0,2008
2-s2.0-58249114389,0,2008
2-s2.0-79952301714,0,2008
2-s2.0-84856672800,0,2008
2-s2.0-79952211237,0,2008
2-s2.0-79952235482,0,2008
2-s2.0-67249119151,0,2008
2-s2.0-79952303445,0,2008
2-s2.0-60749114776,1,2008
2-s2.0-79952218588,0,2008
2-s2.0-79952287233,0,2008
2-s2.0-84885901527,0,2008
2-s2.0-67649844551,0,2008
2-s2.0-79952308612,0,2008
2-s2.0-79952231276,0,2008
2-s2.0-67650496388,0,2008
2-s2.0-79952296302,0,2008
2-s2.0-84876755703,0,2008
2-s2.0-79952642087,0,2008
2-s2.0-79952309068,0,2008
2-s2.0-79952259048,0,2008
2-s2.0-79952239106,0,2008
2-s2.0-79952286243,0,2008
2-s2.0-67650470770,0,2008
2-s2.0-79952294149,0,2008
2-s2.0-84869482666,0,2008
2-s2.0-79952305109,0,2008
2-s2.0-67650481460,0,2008
2-s2.0-65649128606,0,2008
2-s2.0-67650481782,0,2008
2-s2.0-79952285677,0,2008
2-s2.0-79952306907,0,2008
2-s2.0-68649112573,0,2008
2-s2.0-67650432450,0,2008
2-s2.0-84867416869,0,2008
2-s2.0-57049146481,0,2008
2-s2.0-79251493471,0,2008
2-s2.0-79952289875,0,2008
2-s2.0-79952303759,0,2008
2-s2.0-63449113341,0,2008
2-s2.0-79952305883,0,2008
2-s2.0-77953886818,1,2008
2-s2.0-78651556836,0,2008
2-s2.0-70349317390,0,2008
2-s2.0-79952309717,0,2008
2-s2.0-67650499466,0,2008
2-s2.0-84863736289,0,2008
2-s2.0-84861324347,0,2008
2-s2.0-67650475840,0,2008
2-s2.0-84883075192,0,2008
2-s2.0-84872161241,0,2008
2-s2.0-70450161297,0,2008
2-s2.0-65249181480,0,2008
2-s2.0-84859523320,0,2008
2-s2.0-79952302953,0,2008
2-s2.0-57449084879,1,2008
2-s2.0-79952206736,0,2008
2-s2.0-67650502340,0,2008
2-s2.0-79952304771,0,2008
2-s2.0-78049252842,0,2008
2-s2.0-58049144564,0,2008
2-s2.0-84865757909,0,2008
2-s2.0-78049501549,0,2008
2-s2.0-79952204120,0,2008
2-s2.0-62949132845,0,2008
2-s2.0-56349083869,0,2008
2-s2.0-57149085476,0,2008
2-s2.0-57049162927,0,2008
2-s2.0-56849088917,0,2008
2-s2.0-56049124608,0,2008
2-s2.0-57849146227,1,2008
2-s2.0-54849420728,0,2008
2-s2.0-57949097032,0,2008
2-s2.0-54849412820,0,2008
2-s2.0-55849125824,0,2008
2-s2.0-54549084558,0,2008
2-s2.0-55849092872,0,2008
2-s2.0-55849110002,1,2008
2-s2.0-53349168932,0,2008
2-s2.0-55149084833,0,2008
2-s2.0-54249121832,0,2008
2-s2.0-51649083672,0,2008
2-s2.0-55249101977,0,2008
2-s2.0-59449091139,0,2008
2-s2.0-53349102438,1,2008
2-s2.0-59449100186,0,2008
2-s2.0-52449098036,0,2008
2-s2.0-52449115606,0,2008
2-s2.0-51849131090,0,2008
2-s2.0-51749092638,0,2008
2-s2.0-51749090012,0,2008
2-s2.0-51549088462,1,2008
2-s2.0-52249114527,0,2008
2-s2.0-50249102243,0,2008
2-s2.0-51049085328,0,2008
2-s2.0-51749107193,0,2008
2-s2.0-50849137133,0,2008
2-s2.0-47049096620,0,2008
2-s2.0-84873507426,0,2008
2-s2.0-50249161541,0,2008
2-s2.0-49749098524,0,2008
2-s2.0-49749136926,0,2008
2-s2.0-47949113122,0,2008
2-s2.0-49249128803,0,2008
2-s2.0-49249138914,1,2008
2-s2.0-43049119653,1,2008
2-s2.0-49849099862,0,2008
2-s2.0-42649142944,1,2008
2-s2.0-53449089421,0,2008
2-s2.0-49149100387,0,2008
2-s2.0-47549088474,1,2008
2-s2.0-47649097826,0,2008
2-s2.0-47349094253,0,2008
2-s2.0-46049089469,0,2008
2-s2.0-74149084718,0,2008
2-s2.0-47049114098,0,2008
2-s2.0-42749095095,0,2008
2-s2.0-79051469324,0,2008
2-s2.0-46249113818,0,2008
2-s2.0-51549094380,1,2008
2-s2.0-44649196511,0,2008
2-s2.0-43049154963,1,2008
2-s2.0-47049116451,0,2008
2-s2.0-45749153803,0,2008
2-s2.0-45749140886,0,2008
2-s2.0-43749094568,0,2008
2-s2.0-41649097964,0,2008
2-s2.0-58049167616,0,2008
2-s2.0-44649134810,0,2008
2-s2.0-44649097173,0,2008
2-s2.0-44249095119,0,2008
2-s2.0-44249108805,0,2008
2-s2.0-44649125996,0,2008
2-s2.0-43449083234,0,2008
2-s2.0-43949128426,0,2008
2-s2.0-49749123961,0,2008
2-s2.0-43249111779,0,2008
2-s2.0-43249088820,0,2008
2-s2.0-43749097413,0,2008
2-s2.0-43449092880,0,2008
2-s2.0-43749091288,0,2008
2-s2.0-50349083095,0,2008
2-s2.0-55349114375,0,2008
2-s2.0-43249121804,0,2008
2-s2.0-55349097128,0,2008
2-s2.0-56649086578,0,2008
2-s2.0-56649106537,0,2008
2-s2.0-43249101536,0,2008
2-s2.0-52449087690,0,2008
2-s2.0-42449123287,1,2008
2-s2.0-57349147111,0,2008
2-s2.0-42449100466,0,2008
2-s2.0-42249105558,0,2008
2-s2.0-42149173826,0,2008
2-s2.0-42149123693,0,2008
2-s2.0-41749084141,0,2008
2-s2.0-49449086572,0,2008
2-s2.0-42049087650,0,2008
2-s2.0-79051470958,1,2008
2-s2.0-44449177925,0,2008
2-s2.0-45749133444,0,2008
2-s2.0-40849084006,0,2008
2-s2.0-40849085283,0,2008
2-s2.0-40949094486,0,2008
2-s2.0-40949147466,0,2008
2-s2.0-39149105609,0,2008
2-s2.0-49249120959,0,2008
2-s2.0-38949178750,0,2008
2-s2.0-37349128999,0,2008
2-s2.0-40849137921,0,2008
2-s2.0-36448980684,1,2008
2-s2.0-39049132868,0,2008
2-s2.0-40849085098,0,2008
2-s2.0-38849193989,0,2008
2-s2.0-38449095077,0,2008
2-s2.0-38349048684,1,2008
2-s2.0-40849126908,0,2008
2-s2.0-38949166368,0,2008
2-s2.0-40849124287,0,2008
2-s2.0-38849138643,1,2008
2-s2.0-40149092816,1,2008
2-s2.0-38349078908,0,2008
2-s2.0-70449633074,1,2008
2-s2.0-43749085305,0,2008
2-s2.0-38349165886,0,2008
2-s2.0-37549063442,0,2008
2-s2.0-38549101141,0,2008
2-s2.0-38549084738,0,2008
2-s2.0-37449001325,0,2008
2-s2.0-37049032578,0,2008
2-s2.0-84907052698,0,2008
2-s2.0-37749011628,0,2008
2-s2.0-84907059101,0,2008
2-s2.0-84907057863,0,2008
2-s2.0-35348840879,1,2008
2-s2.0-84907044657,0,2008
2-s2.0-67650317516,0,2008
2-s2.0-37649000954,0,2007
2-s2.0-36949037125,0,2007
2-s2.0-37249034185,0,2007
2-s2.0-67650242765,0,2007
2-s2.0-69249130047,0,2007
2-s2.0-57649234967,0,2007
2-s2.0-50249084573,0,2007
2-s2.0-84883088293,0,2007
2-s2.0-44649117423,0,2007
2-s2.0-40549114642,0,2007
2-s2.0-41949093230,0,2007
2-s2.0-38149011492,0,2007
2-s2.0-80051642170,0,2007
2-s2.0-38949120194,0,2007
2-s2.0-47349126614,0,2007
2-s2.0-56149102599,0,2007
2-s2.0-84874331972,0,2007
2-s2.0-42049104133,0,2007
2-s2.0-84870159551,0,2007
2-s2.0-78649917730,0,2007
2-s2.0-67650254592,0,2007
2-s2.0-84869851321,0,2007
2-s2.0-84903877675,0,2007
2-s2.0-50249086460,0,2007
2-s2.0-50849139852,0,2007
2-s2.0-40549132265,0,2007
2-s2.0-50849106361,0,2007
2-s2.0-56149115509,0,2007
2-s2.0-80051662246,0,2007
2-s2.0-84883355295,0,2007
2-s2.0-77958073012,1,2007
2-s2.0-68049093598,0,2007
2-s2.0-41949087024,0,2007
2-s2.0-62749188776,0,2007
2-s2.0-46449127460,0,2007
